No_,Description,Base Unit of Measure,Inventory Posting Group,Gen_ Prod_ Posting Group,Global Dimension 1 Code,Global Dimension 2 Code,Item Category Code
1TSUP084,Egg & Chicken Roll Combo,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1TSUP085,Egg & Paneer Roll Combo,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1TSUP086,Paneer & Chicken Roll Combo,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1VJ00189,Falooda,PORTION,FINISHGOOD,FINISHGOOD,,,18109
1VJ00190,Fresh Lime Soda,PORTION,FINISHGOOD,FINISHGOOD,,,18113
1VJ00191,Plain Lassi,PORTION,FINISHGOOD,FINISHGOOD,,,18109
1VJ00192,Extra (Double) Masala ,PORTION,FINISHGOOD,FINISHGOOD,,,11103
1VJ00194,Extra Biryani Rice,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1VJ00196,Masala Thumbs Up,PORTION,FINISHGOOD,FINISHGOOD,,,18113
1VJ00197,Fresh Lime Soda,PORTION,FINISHGOOD,FINISHGOOD,,,18113
1VJ00199,Fresh Lime Soda,PORTION,FINISHGOOD,FINISHGOOD,,,18113
1VJ00200,Salted Lassi,PORTION,FINISHGOOD,FINISHGOOD,,,18109
1VJ00201,Sweet Lassi,PORTION,FINISHGOOD,FINISHGOOD,,,18109
1VJCT001,VIJ-Nizami Chicken Combo,,FINISHGOOD,FINISHGOOD,,,10100
1VJCT002,Royal CB with Chicken Kalmi,,FINISHGOOD,FINISHGOOD,,,10100
1VJCT003,Royal MB with Chicken Kalmi,,FINISHGOOD,FINISHGOOD,,,10101
1VJCT004,Royal CB with Chicken Tikka,,FINISHGOOD,FINISHGOOD,,,10100
1VJCT005,Royal MB with Chicken Tikka,,FINISHGOOD,FINISHGOOD,,,10101
1VJD0001,Chicken Biryani Piece,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1VJD0002,Nizami Chicken Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1VJD0003,Royal Chicken Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1VJD0005,Supreme Chicken Biryani Pack,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1VJD0007,Special Non-veg Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11104
1VJD0008,Egg  Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11102
1VJD0011,Nizami Mutton Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11101
1VJD0012,Royal Mutton Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11101
1VJD0014,Supreme Mutton Biryani Pack,PORTION,FINISHGOOD,FINISHGOOD,,,11101
1VJD0018,Veg  Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11103
1VJD0021,Biryani Raita,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1VJD0022,Cucumber Raita,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1VJD0023,Cucumber Salad,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1VJD0026,Green Salad,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1VJD0027,Mirchi Ka Salan,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1VJD0028,Mixed Raita,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1VJD0029,Onion Raita,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1VJD0030,Onion Salad,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1VJD0031,Papad Fried,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1VJD0032,Papad Masala,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1VJD0033,Papad Roasted,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1VJD0034,Pineapple Raita,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1VJD0035,Plain Curd,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1VJD0036,Chicken 65,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1VJD0038,Chicken Fried Rice,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1VJD0040,Chicken Manchurian,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1VJD0041,Chicken Noodles,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1VJD0042,Chicken Spring Roll,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1VJD0043,Chilli Chicken,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1VJD0044,Pepper Chicken,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1VJD0046,Egg Fried Rice,PORTION,FINISHGOOD,FINISHGOOD,,,14102
1VJD0047,Egg Noodles,PORTION,FINISHGOOD,FINISHGOOD,,,14102
1VJD0050,Apollo Fish,PORTION,FINISHGOOD,FINISHGOOD,,,14105
1VJD0051,Chilli Fish,PORTION,FINISHGOOD,FINISHGOOD,,,14105
1VJD0052,Chilli Prawns,PORTION,FINISHGOOD,FINISHGOOD,,,14105
1VJD0061,Babycorn Manchuria,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1VJD0062,Chilli Paneer,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1VJD0063,Crispy Corn Chilli Pepper,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1VJD0065,Gobi Manchurian,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1VJD0066,Paneer 65,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1VJD0068,Vegetable Fried Rice,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1VJD0069,Vegetable Manchurian,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1VJD0071,Vegetables Noodles,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1VJD0072,Vegetables Spring Roll,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1VJD0081,Butter Chicken Boneless,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1VJD0082,Chicken Chilli Masala,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1VJD0083,Chicken Curry,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1VJD0084,Chicken Kandhari,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1VJD0085,Chicken Masala,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1VJD0086,Chicken Nawabi,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1VJD0087,Chicken Tikka Masala,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1VJD0088,Kadai Chicken,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1VJD0089,Murg Masalam,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1VJD0090,Paradise Special Chicken,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1VJD0091,Tandoori Chicken Masala,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1VJD0092,Boiled Egg,PCS,FINISHGOOD,FINISHGOOD,,,11102
1VJD0094,Egg Masala,PORTION,FINISHGOOD,FINISHGOOD,,,13102
1VJD0098,Kheema Masala,PORTION,FINISHGOOD,FINISHGOOD,,,13101
1VJD0100,Mutton Masala,PORTION,FINISHGOOD,FINISHGOOD,,,13101
1VJD0101,Mutton Rogan Josh,PORTION,FINISHGOOD,FINISHGOOD,,,13101
1VJD0102,Paradise Special Mutton,PORTION,FINISHGOOD,FINISHGOOD,,,13101
1VJD0103,Fish Curry,PORTION,FINISHGOOD,FINISHGOOD,,,13105
1VJD0105,Prawns Masala,PORTION,FINISHGOOD,FINISHGOOD,,,13105
1VJD0107,Dal Fry,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1VJD0108,Dal Makhani,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1VJD0110,Kadai Paneer,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1VJD0111,Kadai Vegetable,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1VJD0112,Malai Kofta,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1VJD0113,Methi Chaman,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1VJD0115,Nizami Handi,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1VJD0116,Palak Paneer,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1VJD0117,Paneer Butter Masala,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1VJD0119,Vegetable - Do- Pyaza,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1VJD0120,Aachari Chicken Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1VJD0121,Achaari Chutney Murgh Kebab (Half),PORTION,FINISHGOOD,FINISHGOOD,,,12100
1VJD0122,Chettinadu Murgh Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1VJD0123,Chicken Garlic Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1VJD0124,Chicken Garlic Kebab (Half),PORTION,FINISHGOOD,FINISHGOOD,,,12100
1VJD0125,Chicken Kalmi Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1VJD0126,Chicken Kalmi Kebab (Half),PORTION,FINISHGOOD,FINISHGOOD,,,12100
1VJD0127,Chicken Kebab Platter,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1VJD0128,Chicken Reshmi Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1VJD0129,Chicken Reshmi Kebab (Half),PORTION,FINISHGOOD,FINISHGOOD,,,12100
1VJD0131,Chicken Sheek Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1VJD0132,Chicken Tikka Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1VJD0133,Chicken Tikka Kebab (Half),PORTION,FINISHGOOD,FINISHGOOD,,,12100
1VJD0134,Lal Mirchi Murgh Tikka Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1VJD0135,Morraccan Chicken Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1VJD0137,Tandoori Chicken ( Full),PORTION,FINISHGOOD,FINISHGOOD,,,12100
1VJD0138,Tandoori Chicken ( Half),PORTION,FINISHGOOD,FINISHGOOD,,,12100
1VJD0139,Mutton Sheek Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12101
1VJD0141,Fish Tikka Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12105
1VJD0143,Hariyali Veg Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12103
1VJD0145,Paneer Tikka Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12103
1VJD0146,Chicken Manchow Soup,PORTION,FINISHGOOD,FINISHGOOD,,,17100
1VJD0147,Hot - N -Sour Chicken Soup,PORTION,FINISHGOOD,FINISHGOOD,,,17100
1VJD0148,Sweet Corn Chicken Soup,PORTION,FINISHGOOD,FINISHGOOD,,,17100
1VJD0149,Cream Of Tomato Soup,PORTION,FINISHGOOD,FINISHGOOD,,,17103
1VJD0150,Hot - N -Sour Vegetable Soup,PORTION,FINISHGOOD,FINISHGOOD,,,17103
1VJD0151,Sweet Corn Vegetable Soup,PORTION,FINISHGOOD,FINISHGOOD,,,17103
1VJD0152,Vegetable Manchow Soup,PORTION,FINISHGOOD,FINISHGOOD,,,17103
1VJD0155,Aloo Paratha,PORTION,FINISHGOOD,FINISHGOOD,,,15103
1VJD0156,Butter Naan,PORTION,FINISHGOOD,FINISHGOOD,,,15103
1VJD0157,Butter Roti,PORTION,FINISHGOOD,FINISHGOOD,,,15103
1VJD0158,Garlic Naan,PORTION,FINISHGOOD,FINISHGOOD,,,15103
1VJD0159,Panner Paratha,PORTION,FINISHGOOD,FINISHGOOD,,,15103
1VJD0160,Plain Naan,PORTION,FINISHGOOD,FINISHGOOD,,,15103
1VJD0161,Plain Paratha,PORTION,FINISHGOOD,FINISHGOOD,,,15103
1VJD0162,Pudina Paratha,PORTION,FINISHGOOD,FINISHGOOD,,,15103
1VJD0163,Rumali Roti,PCS,FINISHGOOD,FINISHGOOD,,,15103
1VJD0164,Tandoori Roti,PCS,FINISHGOOD,FINISHGOOD,,,15103
1VJD0165,Double Ka Meetha,PORTION,FINISHGOOD,FINISHGOOD,,,16103
1VJD0167,Gajar ka Halwa,PORTION,FINISHGOOD,FINISHGOOD,,,16103
1VJD0168,Gulab Jamun,PORTION,FINISHGOOD,FINISHGOOD,,,16103
1VJD0169,Ice Cream Top Up,PORTION,FINISHGOOD,FINISHGOOD,,,16103
1VJD0170,Khubani Ka Meetha,PORTION,FINISHGOOD,FINISHGOOD,,,16103
1VJD0171,Khubani Ka Metha Wit Ice Crem,PORTION,FINISHGOOD,FINISHGOOD,,,16103
1VJD0176,Tea,PORTION,FINISHGOOD,FINISHGOOD,,,18108
1VJD0178,Coca Cola Fountain,PCS,FINISHGOOD,FINISHGOOD,,,18113
1VJD0179,Sprite Fountain ,PCS,FINISHGOOD,FINISHGOOD,,,18113
1VJD0180,Thums Up Fountain ,PCS,FINISHGOOD,FINISHGOOD,,,18113
1VJD0184,Vegetable Samosa,PCS,FINISHGOOD,FINISHGOOD,,,19111
1VJD0185,Mutton Samosa,PCS,FINISHGOOD,FINISHGOOD,,,19111
1VJD0190,Chicken 65 Bowl,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1VJD0191,Mutton Keema Bowl,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1VJD0192,Fish Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1VJD0193,Soya Kheema Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1VJD0194,Chicken Kheema Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1VJD0203,Extra Masala Veg Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11103
1VJD0214,Mutton Haleem,PORTION,FINISHGOOD,FINISHGOOD,,,31100
1VJD0216,Fresh Limes/ Nimbu,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1VJD0217,Fresh Onion,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1VJD0239,Chicken Curry,PORTION,FINISHGOOD,FINISHGOOD,,,11101
1VJD0240,Chicken Masala,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1VJD0244,Dal Makhani,PORTION,FINISHGOOD,FINISHGOOD,,,11101
1VJD0248,Paneer Tikka Kebab - (Half),PORTION,FINISHGOOD,FINISHGOOD,,,12103
1VJD0249,Hariyali Chicken Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1VJD0250,Chicken Malai Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1VJD0251,Turkish Seekh Kabab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1VJD0252,Chicken Mustard Garlic Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1VJD0254,Cajun Paneer Tikka,PORTION,FINISHGOOD,FINISHGOOD,,,12103
1VJD0255,Festival Platter,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1VJD0256,Chicken Platter,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1VJD0264,Royal Chicken Biryani (Boneless),PORTION,FINISHGOOD,FINISHGOOD,,,11100
1VJD0265,Nizami Chicken Biryani (Boneless),PORTION,FINISHGOOD,FINISHGOOD,,,11100
1VJD0266,Chicken Garlic kebab (Half),PORTION,FINISHGOOD,FINISHGOOD,,,12100
1VJD0269,Chettinadu Kebab(Half),PORTION,FINISHGOOD,FINISHGOOD,,,12100
1VJD0270,Chicken Reshmi kebab (Half),PORTION,FINISHGOOD,FINISHGOOD,,,12100
1VJD0272,Nizami Fiery Chicken Biryani ( Boneless ),PORTION,FINISHGOOD,FINISHGOOD,,,11100
1VJD0273,Royal Fiery Chicken Biryani ( Boneless ),PORTION,FINISHGOOD,FINISHGOOD,,,11100
1VJD0274,Chicken Fiery Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1VJD0275,Nizami Fiery Chicken Biryani (Boneless),PORTION,FINISHGOOD,FINISHGOOD,,,11100
1VJD0276,Royal Fiery Chicken Biryani (Boneless),PORTION,FINISHGOOD,FINISHGOOD,,,11100
1VJD0277,Chicken Fiery Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1VJD0278,Gulab Jamun,PORTION,FINISHGOOD,FINISHGOOD,,,16103
1VJD0279,Double Ka Meetha,PORTION,FINISHGOOD,FINISHGOOD,,,16103
1VJD0280,Khubani Ka Meetha,PORTION,FINISHGOOD,FINISHGOOD,,,16103
1VJD0281,Chicken Fiery kebab (Half),PORTION,FINISHGOOD,FINISHGOOD,,,12100
1VJD0285,Special Nizami Chicken Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1VJD0286,Special Royal Chicken Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1VJD0288,Paneer Butter Masala (Half),PORTION,FINISHGOOD,FINISHGOOD,,,13103
1VJD0290,Kadai Paneer (Half),PORTION,FINISHGOOD,FINISHGOOD,,,13103
1VJD0291,Chicken Tikka Masala (Half),PORTION,FINISHGOOD,FINISHGOOD,,,13100
1VJD0296,Dakshin-E-Khaas Nizami Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1VJD0297,Dakshin-E-Khaas Royal Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1VJD0298,Dakshin-E-Khaas Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1VJD0301,Peri Peri Nizami Chicken Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1VJD0302,Peri Peri Royal Chicken Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1VJD0303,Peri Peri Chicken Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1VJD0332,Mutton Haleem Family Pack,PORTION,FINISHGOOD,FINISHGOOD,,,31100
1VJD0337,Chicken Tikka Roll ,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1VJD0338,Paneer Tikka Roll ,PORTION,FINISHGOOD,FINISHGOOD,,,12103
1VJD0339,Egg Roll,PORTION,FINISHGOOD,FINISHGOOD,,,12107
1VJD0340,Green Pepper Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1VJD0341,Soya Tikka Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12103
1VJD0354,Curd Rice,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1VJD0355,Dal Khichadi,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1VJD0368,Sweet Corn Vegetable Soup,PORTION,FINISHGOOD,FINISHGOOD,,,17103
1VJD0369,Cream Of Tomato Soup,PORTION,FINISHGOOD,FINISHGOOD,,,17103
1VJD0370,Vegetable Manchow Soup,PORTION,FINISHGOOD,FINISHGOOD,,,17103
1VJD0371,Cream of Broccoli,PORTION,FINISHGOOD,FINISHGOOD,,,17103
1VJD0372,Cream of Mushroom,PORTION,FINISHGOOD,FINISHGOOD,,,17103
1VJD0373,Cream of Chicken Soup,PORTION,FINISHGOOD,FINISHGOOD,,,17103
1VJD0374,Sweet Corn Chicken Soup,PORTION,FINISHGOOD,FINISHGOOD,,,17100
1VJD0399,Jeera Rice,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1VJD0401,Vegetable Hot & Sour Soup,PORTION,FINISHGOOD,FINISHGOOD,,,17103
1VJD0402,Chicken Hot & Sour Soup,PORTION,FINISHGOOD,FINISHGOOD,,,17100
1VJD0448,Hot Garlic Chicken,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1VJD0451,Hot Garlic Paneer,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1VJD0453,Hot Garlic Chicken Fried Rice,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1VJDC074,Meal for one Rcb+3pc ctk+1bv,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1VJDC075,Meal for two Ncb+6pc ctk+2bv,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1VJDC076,FamilyTreat 2Ncb+8pc ctk+4bv,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1VJDC084,Bread Basket,PORTION,FINISHGOOD,FINISHGOOD,,,10103
1VJDC085,Meal for one Rmb+3pc ctk+1bv,PORTION,FINISHGOOD,FINISHGOOD,,,10101
1VJDC086,Meal for two Nmb+6pc ctk+2bv,PORTION,FINISHGOOD,FINISHGOOD,,,10101
1VJDC087,FamilyTreat 2Nmb+8pc ctk+4bv,PORTION,FINISHGOOD,FINISHGOOD,,,10101
1VJDC088,Meal for two Egg+6pc ctk+2bv,PORTION,FINISHGOOD,FINISHGOOD,,,10102
1VJDC089,Meal for two Veg+6pc ptk+2bv,PORTION,FINISHGOOD,FINISHGOOD,,,10103
1VJDIC001,Paradise Chicken Feast ,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1VJDIC002,Paradise Chicken Treat,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1VJDIC003,Paradise Veg Feast ,PORTION,FINISHGOOD,FINISHGOOD,,,10103
1VJDIC004,Paradise Veg Treat,PORTION,FINISHGOOD,FINISHGOOD,,,10103
1VJDIC005,Couples Combo,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1VJT0001,Chicken Biryani Family Pack,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1VJT0002,Nizami Chicken Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1VJT0003,Royal Chicken Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1VJT0004,Special Chicken Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1VJT0005,Supreme Chicken Biryani Pack,PORTION,FINISHGOOD,FINISHGOOD,,,11100
1VJT0008,Egg Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11102
1VJT0010,Mutton Biryani Family Pack,PORTION,FINISHGOOD,FINISHGOOD,,,11101
1VJT0011,Nizami Mutton Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11101
1VJT0012,Royal Mutton Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11101
1VJT0013,Special Mutton Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11101
1VJT0014,Supreme Mutton Biryani Pack,PORTION,FINISHGOOD,FINISHGOOD,,,11101
1VJT0017,Supreme Veg Biryani Pack,PORTION,FINISHGOOD,FINISHGOOD,,,11103
1VJT0018,Veg Biryani,PORTION,FINISHGOOD,FINISHGOOD,,,11103
1VJT0019,Veg Biryani Family Pack,PORTION,FINISHGOOD,FINISHGOOD,,,11103
1VJT0021,Biryani Raita,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1VJT0026,Green Salad,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1VJT0027,Mirchi Ka Salan,PORTION,FINISHGOOD,FINISHGOOD,,,20103
1VJT0036,Chicken 65,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1VJT0038,Chicken Fried Rice,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1VJT0040,Chicken Manchurian,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1VJT0041,Chicken Noodles,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1VJT0042,Chicken Spring Roll,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1VJT0043,Chilli Chicken,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1VJT0044,Pepper Chicken,PORTION,FINISHGOOD,FINISHGOOD,,,14100
1VJT0046,Egg Fried Rice,PORTION,FINISHGOOD,FINISHGOOD,,,14102
1VJT0047,Egg Noodles,PORTION,FINISHGOOD,FINISHGOOD,,,14102
1VJT0050,Apollo Fish,PORTION,FINISHGOOD,FINISHGOOD,,,14105
1VJT0051,Chilli Fish,PORTION,FINISHGOOD,FINISHGOOD,,,14105
1VJT0052,Chilli Prawns,PORTION,FINISHGOOD,FINISHGOOD,,,14105
1VJT0061,Babycorn Manchuria,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1VJT0062,Chilli Paneer,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1VJT0063,Crispy Corn Chilli Pepper,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1VJT0065,Gobi Manchurian,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1VJT0066,Paneer 65,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1VJT0068,Vegetable Fried Rice,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1VJT0069,Vegetable Manchurian,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1VJT0071,Vegetables Noodles,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1VJT0072,Vegetables Spring Roll,PORTION,FINISHGOOD,FINISHGOOD,,,14103
1VJT0074,Chicken Biryani Meal,PORTION,FINISHGOOD,FINISHGOOD,,,10100
1VJT0075,Egg Biryani Meal,PORTION,FINISHGOOD,FINISHGOOD,,,10102
1VJT0078,Mutton Biryani Meal,PORTION,FINISHGOOD,FINISHGOOD,,,10101
1VJT0080,Veg Biryani Meal,PORTION,FINISHGOOD,FINISHGOOD,,,10103
1VJT0081,Butter Chicken Boneless,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1VJT0082,Chicken Chilli Masala,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1VJT0083,Chicken Curry,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1VJT0084,Chicken Kandhari,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1VJT0085,Chicken Masala,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1VJT0086,Chicken Nawabi,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1VJT0087,Chicken Tikka Masala,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1VJT0088,Kadai Chicken,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1VJT0089,Murg Masalam,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1VJT0090,Paradise Special Chicken,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1VJT0091,Tandoori Chicken Masala,PORTION,FINISHGOOD,FINISHGOOD,,,13100
1VJT0092,Boiled Egg,PCS,FINISHGOOD,FINISHGOOD,,,11102
1VJT0094,Egg Masala,PORTION,FINISHGOOD,FINISHGOOD,,,13102
1VJT0098,Kheema Masala,PORTION,FINISHGOOD,FINISHGOOD,,,13101
1VJT0100,Mutton Masala,PORTION,FINISHGOOD,FINISHGOOD,,,13101
1VJT0101,Mutton Rogan Josh,PORTION,FINISHGOOD,FINISHGOOD,,,13101
1VJT0102,Paradise Special Mutton,PORTION,FINISHGOOD,FINISHGOOD,,,13101
1VJT0103,Fish Curry,PORTION,FINISHGOOD,FINISHGOOD,,,13105
1VJT0105,Prawns Masala,PORTION,FINISHGOOD,FINISHGOOD,,,13105
1VJT0107,Dal Fry,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1VJT0108,Dal Makhani,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1VJT0110,Kadai Paneer,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1VJT0111,Kadai Vegetable,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1VJT0112,Malai Kofta,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1VJT0113,Methi Chaman,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1VJT0115,Nizami Handi,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1VJT0116,Palak Paneer,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1VJT0117,Paneer Butter Masala,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1VJT0119,Vegetable - Do- Pyaza,PORTION,FINISHGOOD,FINISHGOOD,,,13103
1VJT0120,Aachari Chicken Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1VJT0121,Achaari Chutney Murgh Kebab (Half),PORTION,FINISHGOOD,FINISHGOOD,,,12100
1VJT0122,Chettinadu Murgh Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1VJT0123,Chicken Garlic Kebab,PORTION,FINISHGOOD,FINISHGOOD,,,12100
1VJT0124,Chicken Garlic Kebab (Half),PORTION,FINISHGOOD,FINISHGOOD,,,12100
